"etnia","partidos","idade_recod","escolaridade","renda","temp_fil","horas","inf_part","inf_pais","inf_voto","mot_cand","mot_asso","mot_amiz","mot_carg","mot_cesp","mot_convic","mot_conviv","mot_emp","mot_opos","mot_reli","mot_trad","pos_ideol","pos_ideol_part","Part_rej","Part_tol","atvc_reuniao","atvc_comicio","atvc_convencao","atvc_eldir","atvc_panfl","atvc_adm","atvc_recrt","atvc_del","atvc_cand","atvc_internet","atvc_rua","estado"
"945",0,"PTB",62,0,1,41,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,12,"6",NA,"1","1",NA,"1",NA,"1",NA,"1",NA,"1",NA,"1",13
"946",1,"AVANTE",47,0,1,22,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,5,"5","PT","1","1","1",NA,"1","1",NA,"1",NA,"1","1",NA,6
"947",1,"PSB",39,1,NA,8,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,10
"948",0,"PP",53,0,1,NA,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,8,"9","PT","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"949",1,NA,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"950",1,"MDB",41,1,1,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"10","PT","1","1",NA,"1","1",NA,"1","1","1",NA,"1","1",21
"951",0,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"952",1,"PTB",67,1,1,32,0,1,0,0,1,0,0,0,1,1,NA,0,0,1,1,5,"8","PT","1","1","1","1","1","1",NA,"1","1","1",NA,"1",25
"953",1,"REPUBLICANOS",69,0,1,7,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,"1","1","1","1","1","1",NA,"1",NA,"1","1","1",11
"954",1,NA,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955",0,"PSDB",38,1,2,9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,7,"5","PT","1","1","1","1",NA,"1","1","1","1","1","1",NA,18
"956",1,NA,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957",0,"DEM",48,0,NA,20,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,"1","1","1",NA,13
"958",0,NA,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"959",0,"PDT",41,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"2",NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,21
"960",0,"MDB",30,1,NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"961",0,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962",0,"PTB",58,1,1,20,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,7,"9","PT","1","1","1","1","1",NA,NA,"1","1","1",NA,NA,25
"963",1,NA,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964",0,"PMN",43,0,NA,24,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,15
"965",1,NA,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966",0,"PMB",40,1,NA,22,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1",19
"967",0,NA,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968",1,"PL",64,1,2,29,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,7,"7",NA,"2","1","1","1","1","1","1","1",NA,"1","1",NA,21
"969",1,"PTB",73,1,NA,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"970",1,"SOLIDARIEDADE",31,1,NA,6,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,"1",NA,NA,NA,13
"971",0,NA,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972",1,"PODE",51,1,2,34,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,7,"1",NA,"1","1","1","1","1","1",NA,"1",NA,"1","1","1",16
"973",1,"DC",56,0,NA,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,9
"974",0,"PP",41,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,18
"975",1,"PSB",57,0,1,35,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,"1",NA,"1","1","1","1","1","1",NA,"1","1","1",NA,"1",25
"976",0,"PODE",29,1,NA,NA,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,16
"977",0,"PSDB",72,1,1,18,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,10,"10","PT","1","1","1","1","1","1",NA,"1",NA,"1","1","1",13
"978",1,"PROS",61,1,NA,35,0,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,"PT","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,6
"979",0,"PSB",46,1,1,16,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,3,"2",NA,"1",NA,NA,"1",NA,"1",NA,"1",NA,"1",NA,"1",17
"980",1,"PSL",78,0,NA,54,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"981",1,"CIDADANIA",36,1,NA,16,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,15
"982",0,"PSB",50,0,1,30,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,"5","PT","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"983",1,"AVANTE",77,1,NA,45,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984",1,"PSL",43,0,1,23,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,10,"10","PT","1","1",NA,NA,NA,NA,NA,"1",NA,"1","1","1",11
"985",0,"PSDB",46,0,NA,25,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"986",1,"PATRIOTA",60,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"5",NA,"3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"987",0,NA,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988",0,NA,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989",0,NA,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"990",1,"PSL",45,0,NA,8,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"991",1,NA,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992",0,"PSB",44,0,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"993",0,"PSL",33,0,NA,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"994",0,NA,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995",1,NA,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996",1,NA,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",0,"PTB",42,1,1,NA,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,7,"10","PT","1","1","1","1","1","1","1",NA,"1",NA,NA,"1",15
"998",1,NA,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999",0,"PT",30,0,1,11,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1","1",5
"1000",1,NA,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001",1,"PTB",37,0,NA,19,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1002",0,"PTB",33,1,2,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,"5",NA,"1","1","1","1",NA,"1",NA,"1",NA,"1","1","1",5
"1003",1,"MDB",69,1,2,NA,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,6,"6","PT","1","1","1","1","1",NA,NA,"1","1","1",NA,NA,24
"1004",0,"PCdoB",37,1,NA,20,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1005",0,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1006",0,"PL",60,0,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1007",0,"REPUBLICANOS",38,0,NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"1008",1,"PSOL",31,1,1,11,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,"2","PT","1","1","1","1","1","1","1","1","1",NA,"1","1",16
"1009",0,"AVANTE",41,1,NA,20,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,25
"1010",1,"PSD",43,0,NA,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,24
"1011",0,"PDT",57,1,1,35,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,4,"4","PT","1","1","1","1","1","1",NA,NA,"1","1",NA,NA,21
"1012",0,"DEM",36,0,1,11,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10,"10","PT","1","1","1","1",NA,"1",NA,"1","1","1",NA,NA,11
"1013",1,"REPUBLICANOS",41,1,1,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,9,"9",NA,"3",NA,NA,NA,"1",NA,"1","1",NA,"1",NA,NA,13
"1014",1,"PSB",59,1,1,27,1,1,1,1,1,1,NA,1,1,1,1,0,0,0,0,7,"8",NA,"1","1","1","1","1","1","1","1",NA,NA,NA,NA,25
"1015",1,"PTC",44,1,NA,17,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,12,"12","PT","1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,NA,13
"1016",1,"PDT",68,1,2,38,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5,"5",NA,"2","1","1","1","1","1","1",NA,"1","1","1",NA,21
"1017",1,"DC",56,1,NA,25,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,"1","1","1","1","1","1","1",NA,"1","1",NA,NA,12
"1018",0,"PDT",48,1,NA,16,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1019",1,"MDB",34,1,NA,NA,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,"1",NA,NA,21
"1020",1,"MDB",72,0,NA,48,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1021",0,"PTC",54,0,1,34,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,1,9,"9",NA,"2","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,8
"1022",1,NA,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"1023",0,NA,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024",1,"DEM",47,1,NA,34,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,13
"1025",1,"PDT",48,1,2,NA,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,4,"8","PT","1","1","1","1","1","1","1","1","1",NA,"1","1",21
"1026",0,NA,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027",0,"PV",35,1,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"1028",0,"MDB",62,0,1,NA,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,10,"6","PT","1","1","1","1","1",NA,NA,"1",NA,NA,NA,NA,13
"1029",0,"PDT",60,1,NA,32,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,5,"5","PT","1","1","1","1","1","1",NA,"1","1","1","1",NA,8
"1030",1,"PSDB",59,1,3,31,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,"6","PT","1","1","1","1","1","1","1","1","1",NA,"1","1",24
"1031",1,"PDT",63,1,1,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,"7","PT","1","1","1",NA,"1","1","1","1","1","1","1",NA,24
"1032",0,"PT",45,0,1,28,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,"1",NA,"1","1","1","1","1","1",NA,"1","1","1",NA,"1",5
"1033",0,"PTC",NA,0,NA,12,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,5
"1034",0,NA,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"1035",1,"PDT",67,0,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1036",1,"REPUBLICANOS",26,1,NA,9,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"1037",1,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1038",0,"PT",63,1,1,22,0,1,1,1,NA,0,0,0,0,1,0,0,0,0,0,1,"1",NA,"3","1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,10
"1039",0,"MDB",69,0,1,21,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,"5","PT","1","1","1","1","1",NA,NA,"1","1",NA,NA,NA,17
"1040",0,"PP",46,1,1,13,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,5,"5",NA,"2","1","1","1","1",NA,"1","1",NA,"1",NA,NA,6
"1041",0,NA,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042",1,"PL",48,1,1,9,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,7,"10","PT","1",NA,"1","1",NA,"1",NA,"1","1","1","1","1",5
"1043",1,"PP",60,1,NA,22,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,"1","1",NA,NA,5
"1044",0,"PSC",58,0,2,37,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,5,"3",NA,"3","1","1","1","1",NA,"1",NA,"1",NA,NA,"1",NA
"1045",1,"MDB",56,0,1,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,"7","PT","1","1","1","1","1","1","1","1","1","1",NA,"1",NA
"1046",0,"MDB",57,1,2,NA,0,1,1,1,NA,1,0,1,1,1,1,0,0,NA,0,6,"8","PT","1","1","1","1","1","1",NA,"1","1","1","1","1",8
"1047",1,"MDB",62,1,3,38,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,7,"10","PT","1","1",NA,"1","1",NA,NA,NA,"1",NA,NA,NA,25
"1048",1,NA,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049",1,"PP",44,0,NA,21,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"1050",0,NA,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1051",1,NA,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052",1,"PSC",37,0,1,13,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,10,"9","PT","1","1","1","1","1","1","1","1","1","1","1","1",17
"1053",1,"MDB",55,1,1,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,"4",NA,"3",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,21
"1054",0,NA,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055",0,"PDT",34,1,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"5",NA,"3","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,10
"1056",0,"MDB",45,1,NA,20,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,14
"1057",1,"PP",52,0,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,24
"1058",1,"MDB",64,1,NA,17,0,0,0,0,NA,1,NA,0,1,1,1,0,0,1,1,6,"6",NA,"1","1",NA,"1",NA,"1",NA,"1",NA,NA,NA,"1",13
"1059",1,"PP",70,0,NA,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"1060",1,"MDB",70,1,3,52,0,0,0,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,6,"5","PT","1","1","1","1","1","1","1","1","1","1",NA,NA,25
"1061",0,"PSDB",62,0,1,42,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,"10","PT","1",NA,"1",NA,NA,NA,NA,"1",NA,"1",NA,"1",12
"1062",1,"CIDADANIA",56,0,1,20,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,3,"1",NA,"2","1","1","1","1",NA,NA,NA,"1","1",NA,NA,16
"1063",1,NA,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",1,"PSD",62,0,NA,40,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"1065",1,NA,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1066",0,NA,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"1067",0,"PSD",51,0,NA,30,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,"1","1","1","1",NA,NA,"1",NA,"1",NA,NA,24
"1068",0,"PSC",42,1,1,26,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,5,"5",NA,"1","1","1","1","1","1","1","1","1","1","1","1",16
"1069",1,"MDB",69,1,2,NA,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,7,"7","PT","1","1",NA,"1","1",NA,"1","1",NA,NA,"1",NA,24
"1070",1,"PL",59,0,2,34,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,8,"9","PT","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1071",0,"PODE",56,1,2,37,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,"3",NA,"1","1","1","1","1",NA,"1","1","1",NA,NA,NA,25
"1072",0,NA,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073",1,"PSDB",49,0,2,26,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5,"5",NA,"2","1","1","1","1",NA,"1","1","1","1",NA,"1",20
"1074",0,"PSL",42,1,1,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,"8","PT","1",NA,"1","1",NA,NA,NA,"1",NA,NA,"1",NA,18
"1075",0,NA,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076",1,"MDB",36,1,1,11,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,12,"12",NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,"1",18
"1077",0,"MDB",49,1,1,17,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,5,"5",NA,"2","1","1","1","1","1",NA,"1","1","1","1","1",9
"1078",1,"PRTB",60,1,2,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,"8","PT","1","1",NA,NA,NA,NA,"1","1",NA,"1",NA,NA,27
"1079",1,"MDB",60,0,1,32,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,8,"10","PT","1","1","1","1","1",NA,NA,"1",NA,NA,NA,NA,13
"1080",1,"PV",43,1,2,16,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,5,"4",NA,"1","1","1","1","1","1","1","1","1","1","1","1",25
"1081",0,NA,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"1082",1,"PTC",51,1,3,9,1,NA,NA,NA,0,0,1,0,1,1,1,0,0,0,0,5,"5",NA,"2","1",NA,"1","1",NA,"1","1",NA,"1",NA,NA,16
