"etnia","partidos","idade_recod","escolaridade","renda","temp_fil","horas","inf_part","inf_pais","inf_voto","mot_cand","mot_asso","mot_amiz","mot_carg","mot_cesp","mot_convic","mot_conviv","mot_emp","mot_opos","mot_reli","mot_trad","pos_ideol","pos_ideol_part","Part_rej","Part_tol","atvc_reuniao","atvc_comicio","atvc_convencao","atvc_eldir","atvc_panfl","atvc_adm","atvc_recrt","atvc_del","atvc_cand","atvc_internet","atvc_rua","estado"
"2789",1,"PSD",61,1,2,32,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,6,"10","PT","1","1","1","1",NA,"1","1","1","1","1","1",NA,17
"2790",1,"REPUBLICANOS",35,0,1,15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1",NA,"1","1","1","1","1","1","1","1",NA,NA,"1","1",13
"2791",1,"PSDB",62,1,3,32,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,6,"1",NA,"2","1","1","1","1","1","1","1",NA,"1",NA,NA,25
"2792",1,NA,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"2793",0,NA,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794",1,"PP",38,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"2795",0,"PL",27,0,NA,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,10
"2796",1,NA,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797",1,"PDT",39,0,2,17,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,5,"5",NA,"2","1",NA,"1","1","1","1","1","1","1",NA,"1",21
"2798",0,"PL",28,1,NA,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"2799",1,"DEM",66,0,2,28,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7,"7","PT","1","1","1","1","1","1","1","1",NA,"1","1",NA,16
"2800",1,"PL",54,0,NA,NA,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,NA,NA,"PT","1","1","1","1","1","1","1","1",NA,"1",NA,"1",24
"2801",1,"MDB",45,1,2,8,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,7,"5",NA,"2","1","1","1","1",NA,NA,NA,NA,NA,NA,"1",21
"2802",1,"AVANTE",34,1,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"2803",1,"PODE",59,1,3,18,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,6,"7",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,NA,27
"2804",1,"MDB",74,1,3,50,0,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,6,"2",NA,"1","1","1","1","1",NA,"1","1",NA,NA,NA,NA,24
"2805",1,"PDT",37,0,NA,13,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"2806",1,"PCdoB",70,1,NA,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"2807",0,"MDB",67,0,NA,26,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1",14
"2808",0,"PCdoB",38,1,NA,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,10
"2809",1,NA,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810",1,"PT",39,0,1,17,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,"1",NA,"1","1","1","1","1",NA,NA,NA,"1","1","1",NA,20
"2811",1,"PDT",53,0,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"2812",0,"PSB",57,0,NA,54,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"1","1",NA,NA,17
"2813",1,"PP",62,1,2,10,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,7,"9","PT","1","1",NA,"1","1","1",NA,NA,"1",NA,NA,"1",25
"2814",1,"PP",61,1,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"2815",1,"MDB",57,1,NA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16
"2816",1,"PP",35,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"2817",0,"PT",55,1,1,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1",NA,"1","1","1","1","1","1","1","1","1",NA,"1","1",7
"2818",0,"REPUBLICANOS",47,1,NA,24,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,10
"2819",1,"MDB",68,1,3,46,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,9,"9",NA,"3","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",24
"2820",0,NA,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",1,"MDB",61,1,3,28,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,6,"5",NA,"1","1","1","1","1","1",NA,"1","1","1",NA,NA,13
"2822",1,"MDB",61,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1",NA,NA,"1","1",25
"2823",1,NA,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"2824",0,"PL",52,0,NA,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,25
"2825",1,"PDT",59,1,2,26,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5,"5",NA,"1","1",NA,"1","1","1",NA,"1","1",NA,"1",NA,21
"2826",0,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827",0,"PSD",52,1,NA,29,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,"1",26
"2828",1,"MDB",58,1,2,17,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,9,"5",NA,"1","1","1","1","1",NA,NA,"1","1","1",NA,NA,20
"2829",0,NA,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830",1,"MDB",42,1,3,25,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,4,"3",NA,"1","1","1","1","1","1","1","1","1",NA,NA,NA,6
"2831",0,"PT",43,1,1,19,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,3,"2",NA,"1","1",NA,"1",NA,NA,NA,"1",NA,NA,"1","1",13
"2832",1,"PDT",38,1,1,20,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,"5","PT","1","1","1","1","1",NA,NA,"1",NA,NA,NA,NA,9
"2833",1,"PSDB",50,1,1,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,"10","PT","1","1",NA,"1","1",NA,NA,NA,"1",NA,NA,NA,13
"2834",0,"DC",44,1,1,13,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,10,"10","PT","1","1","1","1",NA,"1","1","1",NA,"1","1","1",25
"2835",0,NA,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836",0,"PL",56,1,1,38,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,10,"10",NA,"1","1",NA,"1","1","1","1","1",NA,"1","1","1",9
"2837",1,"PL",58,1,NA,16,0,0,0,1,NA,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,13
"2838",1,"PDT",53,0,1,NA,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,4,"4","PT","1","1",NA,"1","1",NA,NA,"1","1","1","1",NA,13
"2839",0,"PDT",37,1,2,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,"2",NA,"1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,5
"2840",1,"PP",58,1,NA,30,0,1,1,1,1,0,NA,0,1,1,0,0,0,0,0,NA,NA,NA,NA,"1","1","1","1",NA,"1","1","1","1","1",NA,25
"2841",1,"MDB",78,0,NA,28,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1",NA,NA,21
"2842",0,NA,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843",1,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844",1,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845",1,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846",1,"PDT",54,1,1,37,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,4,"9","PT","1","1","1","1",NA,NA,"1","1","1","1","1","1",25
"2847",1,"PSL",35,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"2848",1,"PP",58,1,NA,NA,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,21
"2849",1,"DC",52,1,1,10,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,5,"5",NA,"1","1","1","1","1","1","1","1","1",NA,"1","1",21
"2850",0,NA,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"2851",1,"MDB",35,0,NA,12,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"2852",1,"PRTB",68,0,2,30,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,10,"10",NA,"2","1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,14
"2853",0,"PL",45,0,NA,24,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2854",1,"UP",44,1,2,20,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,4,"10","PT","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"2855",1,NA,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856",0,NA,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",1,"PDT",38,1,NA,9,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"2858",1,"PL",NA,1,3,40,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,5,"5",NA,"1",NA,"1","1","1","1",NA,"1","1","1","1","1",24
"2859",0,NA,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"2860",1,"PP",60,1,1,13,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,10,"10",NA,"2","1","1","1","1","1",NA,"1",NA,NA,NA,NA,21
"2861",1,"PDT",51,0,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"2862",0,"PSDB",29,0,1,15,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,5,"7","PT","1","1",NA,"1","1",NA,"1","1",NA,NA,"1",NA,16
"2863",0,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864",0,"PL",42,1,1,NA,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,5,"5",NA,"3","1","1","1",NA,NA,NA,"1","1","1",NA,NA,13
"2865",0,"PP",52,1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"2866",0,"SOLIDARIEDADE",31,1,1,8,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,4,"5",NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,"1",10
"2867",0,NA,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",1,"PSDB",56,1,3,2,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,5,"8","PT","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,11
"2869",1,NA,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870",1,"PDT",49,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"2871",0,NA,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872",1,"PCdoB",43,1,1,15,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1",24
"2873",1,NA,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874",1,"AVANTE",59,1,NA,32,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"2875",1,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876",0,"UP",38,0,1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12,"10","PT","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,2
"2877",1,"PL",48,0,1,32,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,9,"3","PT","1","1","1","1","1","1","1","1","1",NA,"1","1",24
"2878",0,NA,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",0,"MDB",63,1,3,32,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,6,"6","PT","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,13
"2880",0,"PL",58,0,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2881",0,"PDT",47,0,2,NA,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,2,"1",NA,"1","1","1","1","1","1",NA,"1","1","1",NA,"1",25
"2882",1,"PDT",58,1,2,34,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,"1",NA,"1","1","1","1","1",NA,NA,NA,"1","1","1",NA,21
"2883",0,"AVANTE",56,1,1,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,"5",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,13
"2884",0,"PL",69,1,NA,45,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2885",1,"PDT",60,1,1,40,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,4,"2",NA,"2","1",NA,NA,NA,"1","1","1",NA,NA,"1","1",25
"2886",0,"PDT",60,1,3,21,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,5,"5",NA,"1","1","1","1","1","1","1","1","1",NA,"1","1",14
"2887",1,"PDT",54,1,3,34,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,4,"3",NA,"1","1","1","1","1","1","1","1","1",NA,"1","1",25
"2888",1,"PT",28,1,2,5,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,"4",NA,"1","1","1","1","1","1","1","1","1",NA,"1","1",13
"2889",1,"DEM",50,0,2,16,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,"10","PT","1","1","1","1","1","1",NA,"1","1","1",NA,NA,25
"2890",1,"PCdoB",60,1,1,34,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,"2",NA,"1","1","1","1","1","1","1","1","1","1","1","1",20
"2891",1,"MDB",49,1,2,15,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,6,"7","PT","1","1","1","1","1","1","1","1","1",NA,NA,"1",19
"2892",0,"PSDB",43,1,NA,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2893",1,"PSDB",31,1,NA,11,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,"1","1","1","1",NA,"1",NA,"1","1","1",NA,24
"2894",1,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"2895",0,NA,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",0,"SOLIDARIEDADE",45,1,NA,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,13
"2897",0,"PDT",63,0,1,30,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,10,"10","PT","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,27
"2898",0,"DEM",38,1,2,4,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,6,"6",NA,"3","1","1","1","1","1","1","1","1",NA,NA,"1",11
"2899",1,"PDT",44,1,2,14,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,"4","PT","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,21
"2900",0,"PL",39,0,NA,16,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,NA,NA,NA,NA,"1","1","1","1","1",NA,"1",NA,"1",NA,"1",13
"2901",0,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902",0,"PTB",29,0,1,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,"5",NA,"2",NA,"1","1","1","1",NA,"1","1",NA,NA,"1",21
"2903",1,"PDT",63,0,1,38,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,"10","PT","1","1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,13
"2904",0,"PDT",40,1,2,22,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,4,"4","PT","1","1","1","1","1","1","1","1","1",NA,"1",NA,21
"2905",0,"PTC",38,0,1,13,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,3,"4",NA,"1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,19
"2906",1,"PROS",53,1,1,35,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,5,"5",NA,"2","1",NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,15
"2907",1,"PL",29,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"8","PT","1","1",NA,"1","1","1",NA,"1",NA,NA,NA,NA,24
"2908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909",1,"PDT",40,0,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"2910",0,"PV",37,1,2,10,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,5,"4","PT","1","1","1","1","1","1","1","1","1","1","1","1",25
"2911",1,"MDB",36,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"2912",0,"PP",43,1,NA,19,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,"1","1","1","1","1",NA,"1",NA,NA,NA,NA,21
"2913",1,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914",1,"MDB",42,1,NA,14,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,13
"2915",1,"MDB",65,0,NA,42,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"2916",0,"PP",30,1,2,12,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,5,"5",NA,"3","1","1","1","1",NA,NA,NA,"1",NA,NA,NA,17
"2917",0,"PP",42,0,1,8,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,8,"8","PT","1","1",NA,"1",NA,"1",NA,"1",NA,NA,NA,NA,11
"2918",0,"PP",46,0,1,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,"10",NA,"3","1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,9
"2919",0,"DEM",39,1,1,12,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,5,"5",NA,"1","1","1",NA,NA,NA,NA,NA,NA,"1",NA,NA,6
"2920",1,"PT",48,NA,3,26,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3,"3",NA,"1","1","1","1","1","1","1","1","1","1","1","1",21
"2921",1,NA,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922",1,"PP",33,1,NA,NA,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,NA,NA,NA,NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,20
"2923",1,"MDB",40,0,1,25,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,8,"8","PT","1","1","1","1","1","1","1","1","1","1",NA,NA,25
"2924",1,NA,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925",0,"MDB",42,1,3,9,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5,"8","PT","1","1","1","1","1",NA,NA,"1",NA,NA,NA,NA,11
"2926",1,"MDB",30,1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,"1","1",NA,NA,25
"2927",0,"REDE",35,1,1,4,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,2,"2",NA,"2","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,8
